"lon" "lat" "anom"
-84.57 39.33 -0.868926903191115
-115.8 47.25 -0.168943885009256
-117.3 34.42 -0.699367052672566
-91.02 40.1 -0.873326513652025
-84.47 46.25 -1.24403466022156
-98.2 38.32 0.386510249968356
-89.02 33.9 -0.18578816240475
-120.7 39.28 0.857158310546056
-121.68 38.17 0.563180314373468
-118.27 34.5 0.0413837612652252
-100.33 37.28 1.48166484832365
-92.05 44.38 0.273410285120986
-107.57 36.23 0.464891786227718
-90.18 41.83 -1.28510408448527
-111.15 39.65 -0.818234612648957
-107.53 48.53 2.69144997765407
-77.73 39.63 -0.415620121253217
-100.85 39.13 1.10134310852764
-75.92 43.55 -1.16807427145062
-118.57 34.18 0.229309939616312
-101.9 37 -0.643871117844356
-86.13 36.02 1.09623979486748
-94.58 47.07 0.685232461005154
-80.78 38.42 -0.516219991479989
-87.73 31.92 -1.18013638735957
-102.25 35.53 1.05851684126814
-100.5 31.37 -1.38754375694483
-91.52 40.15 -0.495244948249873
-73.67 40.68 -0.353743293074789
-81.7 39.25 0.63048535173712
-121.18 44.58 1.07993237680511
-103.1 41.67 1.33063944560511
-72.33 41.58 -0.723587260257759
-96.1 32.13 0.36526705097685
-98.17 32.25 0.901917399851885
-92.12 32.47 -0.691258877409996
-103.47 42.65 1.14014996298634
-105.85 37.43 -1.11554274949868
-79.87 32.77 0.61415732215418
-85.5 46.33 -0.365966606924343
-117.82 33.88 -0.311434332535194
-91.73 30.68 -2.35193753093103
-120.95 41.2 1.91826095063383
-69.9 45.07 0.662415337753667
-79.23 39.28 0.521529627498469
-71.15 42.33 0.598466603693877
-91.07 45.88 0.221410636767003
-96.17 36.55 -0.111972364595436
-122 41.78 1.31960903409459
-100.02 42.17 2.14789266154461
-96.75 38.55 0.332988212929152
-83.73 42.97 -1.03386204076053
-84.52 39.15 0.342252785438387
-104.13 47.72 1.59892051462771
-119.68 34.42 0.644017907745065
-121.13 36.2 -0.0841391347423513
-84.25 37.55 0.920861799422838
-91.57 35.3 0.814202096995007
-101.73 43.17 0.734709641678706
-77.53 35.22 0.508315268983227
-89.35 36.93 0.972000213868267
-93.15 33.68 0.758290527561265
-104.03 41.92 1.32552467316982
-105.02 45.27 0.712209707150987
-76.17 39.65 -0.337991022165397
-84.38 34.33 -0.10174344567116
-118.57 34.6 0.733568844960692
-70.52 41.38 1.20728910476337
-97.45 35.47 -0.51842363737285
-101.87 44.33 1.10113049502746
-115.62 47.87 -0.387534983763285
-79.15 40.45 0.98274029619839
-104.25 34.37 0.502685880325494
-117.87 34 0.297037338226991
-75.45 41.73 -1.00625590476096
-82.32 31.25 -0.447865578148206
-78.32 36.1 0.988938042663526
-123.78 39.5 -0.120283767376129
-116.68 43.67 -0.579643550543645
-119.43 37.08 0.0652333449821046
-93.87 39.2 -1.15339142493005
-118.22 43.58 0.647830367775639
-94.72 31.32 -0.406669810183637
-82.93 37.17 -1.02360533546194
-100.87 39.27 0.861581975297826
-121.23 37.95 -0.149344924451565
-97.32 47.5 1.49318824135852
-88.33 45.62 1.11347695021658
-107.87 37.95 -0.985254854045415
-103.5 31.42 -0.15466706295153
-106.68 35.77 -0.696476873436684
-72.88 41.27 -0.800733217717243
-98.5 40.3 0.00462243143953431
-117.33 33.97 -0.762304540166411
-112.3 47.93 -0.679499783363736
-96.87 37.98 0.5071870915169
-69.33 45.17 0.594513794377515
-93.42 43.62 0.24857913014945
-75.92 38.72 -0.489313977506684
-82.75 31.03 -0.829510189206
-122.67 39.25 0.657073958689981
-85.28 34.7 0.31436323142755
-90.37 38.58 -0.00822165245843186
-124.73 48.38 -0.169490349419136
-81.5 32.58 -0.228762773506369
-70.92 41.78 0.0976229042499071
-95.33 34.92 0.101653481632037
-104.95 42.12 0.351780300890335
-75.2 39.92 0.50973132597136
-90.43 38.97 -0.866029610744682
-88.72 40.73 -0.561109732037323
-72.82 44.92 -0.737934111956455
-122.88 38.43 0.692606062464914
-97.05 32.97 0.758023686224666
-93.65 41.53 -0.547438109599896
-93.97 44.3 0.502526377729845
-80.18 35.37 1.02672421030918
-99.42 32.4 0.464211379350259
-108.7 36.28 0.0238777247301317
-81.72 32.58 1.08584056506661
-82.45 27.1 1.20936505560596
-81.28 33.5 0.613887413607453
-98.08 37.15 -0.395607989208439
-122.33 41.98 0.256781375442427
-77.25 41.2 -0.0818758001386524
-79.98 40.3 0.136505682108034
-85.28 42.65 -1.5034538419657
-90.13 36.45 0.347562629211009
-107.58 38.87 0.199584833870377
-83.1 39.93 -0.837418677578619
-111.58 39.35 -1.17650520911827
-82.88 38.75 -0.0167914307745895
-111.88 38.52 -1.06911832114006
-77.28 42.85 -0.13631262260087
-118.4 34.33 0.443683138321868
-112.1 39.25 0.288767139581031
-77.03 42.88 -0.850456079151623
-98.58 47.63 0.923820122051858
-76.28 36.85 1.33052564650114
-71.82 42.77 0.581066543286831
-79.27 42.27 -0.938002889010965
-80.22 38.67 0.0294192277712548
-74.27 40.6 -0.89205224620851
-122.87 42.3 1.1469824368664
-74.9 42.25 -0.404202450531847
-95.05 36.47 -0.308555692250746
-107.65 33.35 0.678699912555074
-80.82 38.93 -0.221354575390356
-106.38 36.33 -1.60601877102547
-91.53 36.48 -0.707351229445029
-105.33 45.1 0.731612130545217
-92.5 36.33 -0.973771082354394
-96.28 37.82 0.354819501625278
-102.67 32.72 0.0487115681566899
-116.13 45.92 0.710474430133459
-83 42.4 -0.330384796892615
-82.07 40.22 -0.637813862587756
-90.82 43.67 -1.05945453567189
-86.47 32.47 -0.477656471405004
-75.52 43.58 -1.09223446218284
-84.83 39.77 0.81611254902039
-121.08 40.17 1.03825242900363
-122.8 41.3 1.18393907323185
-117.77 34.07 -0.225891669733325
-111.57 34.42 -0.419842374159488
-91.12 40.78 -0.768932015559423
-78.6 41.57 -0.574091796492271
-113.42 38.48 0.0155893687641745
-119.02 41.87 -0.346779246423193
-74.95 44.58 0.677490694255523
-110.8 40.43 -0.618305272676431
-116.42 44.75 0.25905365711959
-107.78 39.52 -1.25095244035445
-110.97 33.1 -0.806812922824214
-86.3 41.35 -1.54316913895516
-92.42 30.5 -1.44807229402366
-76.88 38.65 0.146963860560195
-78.52 36.77 1.12765528706941
-102.87 30.88 -0.722863657914904
-122.42 37.78 0.164611732152476
-84.63 37.97 1.23417332187472
-94.5 45.13 0.617076060669225
-95.7 39.25 -0.399126812869772
-94.58 37.23 -0.279482707841622
-89.1 41.32 -1.13790256388098
-87.48 31.17 -0.366554147731654
-85.68 38.37 0.193355416835316
-99.63 33.45 1.51524274762053
-82.67 35.8 0.313515537228925
-74.55 41.85 -1.68870555818447
-102.95 46.1 1.40046217372614
-119.63 41.85 1.61299353551414
-84.95 40.67 -1.16272516892086
-95.2 47.22 0.811598991425829
-111.12 32.33 0.642479450106509
-72.07 44.27 0.835880543529242
-82.65 33.42 0.507331455406775
-95.9 36.2 0.48744723068433
-117.87 42.42 1.15767183537788
-108.07 38.03 -0.508688232777399
-100.08 38.23 0.543365959265261
-110.73 35.02 -0.393022965167113
-80.62 40.28 -0.208865206014397
-97.02 37.93 -0.336987776713495
-121 46.67 0.223632824267023
-122.88 42.45 0.268315190551076
-85.38 38.42 -0.614657393715826
-74.4 40.6 -0.138620427304859
-101.05 48.65 0.604485619803201
-90.15 30.85 -0.309931808186766
-104.8 37.62 -1.68289516439714
-94.72 35.75 -1.13567254823794
-81.92 40.55 -0.899133532632306
-90.17 36.95 -0.588619016348739
-105.82 32.95 0.329695825148452
-95.28 32.95 0.0133009078430904
-88.9 33.97 0.577462342869225
-80.87 39.65 -0.964516801255149
-79.4 35.33 0.353181665686264
-81.53 28.48 0.165773846549971
-82.08 29.2 -1.41641651066549
-84.22 43.62 0.0928144868535193
-96.47 28.92 -0.811003253695583
-67.8 46.13 0.619861009300975
-101.33 42.27 0.432941557487317
-70.27 45.63 -0.15201612951765
-92.25 37.95 -1.08546257088076
-85.82 36.1 0.710701365757475
-102.2 31.13 -0.75842122819323
-93.58 44.43 0.422907972934534
-107.7 32.25 1.5865398017155
-105.82 42.67 0.686960979754296
-122.18 46.5 -0.0626923258097925
-67.83 46.2 0.626085385352228
-110.53 41.8 0.27162831216102
-76.48 36.88 0.819574207293338
-97.28 36.78 -0.758555195050828
-83.85 38.78 0.0354055674014199
-74.15 41.12 -0.100514806898128
-99.38 30.53 0.150452759710385
-97.92 30.67 -0.560368985268557
-100.5 31.22 -0.714809614634897
-116.23 41.32 -0.00225854307504791
-91.37 35.28 0.167145276893361
-89.27 33.55 -0.272807223365393
-92.75 31.18 -1.39428721600826
-90.7 42.08 -0.168704155126738
-77.77 38.43 -0.0135858183319109
-92.35 45.32 1.16738272163032
-89.87 39.28 0.320486754805147
-112.85 34.93 -0.612950329014772
-116.47 32.62 -0.386894308102212
-81.15 36.15 0.356510228759327
